option;показательная функция;y
option;логарифмическая функция;n
option;степенная функция;n
option;тригонометрическая функция;n
option;линейная функция;n
text;对数函数 duìshù hánshù;-
option;логарифмическая функция;y
option;показательная функция;n
option;степенная функция;n
option;тригонометрическая функция;n
option;дробно-рациональная функция;n
text;角 jiǎo;-
option;угол;y
option;радиан;n
option;градус;n
option;дуга;n
option;сторона;n
text;弧度 húdù;-
option;радиан;y
option;градус;n
option;угол;n
option;сторона;n
option;ось координат;n
text;象限 xiàngxiàn;-
option;квадрант;y
option;ось координат;n
option;сектор;n
option;плоскость;n
option;полуплоскость;n
text;点 diǎn;-
option;точка;y
option;прямая;n
option;плоскость;n
option;вектор;n
option;отрезок;n
text;坐标 zuòbiāo;-
option;координата;y
option;абсцисса;n
option;ордината;n
option;аппликата;n
option;расстояние;n
text;横坐标 héngzuòbiāo;-
option;абсцисса;y
option;ордината;n
option;координата;n
option;аппликата;n
option;фокус;n
text;纵坐标 zòngzuòbiāo;-
option;ордината;y
option;абсцисса;n
option;координата;n
option;фокус;n
option;директриса;n
text;距离 jùlí;-
option;расстояние;y
option;длина;n
option;отрезок;n
option;радиус;n
option;диаметр;n
text;直线 zhíxiàn;-
option;прямая;y
option;луч;n
option;отрезок;n
option;кривая;n
option;ось;n
text;斜率 xiélǜ;-
option;угловой коэффициент, наклон;y
option;угол наклона;n
option;производная;n
option;касательная;n
option;переменная;n
text;平行 píngxíng;-
option;параллельный;y
option;перпендикулярный;n
option;пересекающийся;n
option;совпадающий;n
option;скрещивающийся;n
text;垂直 chuízhí;-
option;перпендикулярный;y
option;параллельный;n
option;наклонный;n
option;горизонтальный;n
option;вертикальный;n
text;向量 xiàngliàng;-
option;вектор;y
option;скаляр;n
option;матрица;n
option;тензор;n
option;направление;n
text;圆 yuán;-
option;окружность, круг;y
option;эллипс;n
option;гипербола;n
option;парабола;n
option;вершина;n
text;圆心 yuánxīn;-
option;центр окружности;y
option;фокус;n
option;вершина;n
option;радиус;n
option;диаметр;n
text;半径 bànjìng;-
option;радиус;y
option;диаметр;n
option;вершина;n
option;парабола;n
option;окружность;n
text;椭圆 tuǒyuán;-
option;эллипс;y
option;гипербола;n
option;парабола;n
option;окружность;n
option;овал;n
text;焦点 jiāodiǎn;-
option;фокус;y
option;вершина;n
option;центр;n
option;директриса;n
option;асимптота;n
text;离心率 líxīnlǜ;-
option;эксцентриситет;y
option;радиус;n
option;диаметр;n
option;окружность;n
option;параметр;n
text;双曲线 shuāngqūxiàn;-
option;гипербола;y
option;эллипс;n
option;парабола;n
option;окружность;n
option;синусоида;n
text;渐近线 jiànjìnxiàn;-
option;асимптота;y
option;эллипс;n
option;гипербола;n
option;директриса;n
option;радиус;n
text;抛物线 pāowùxiàn;-
option;парабола;y
option;гипербола;n
option;эллипс;n
option;окружность;n
option;фокус;n
text;准线 zhǔnxiàn;-
option;директриса;y
option;фокус;n
option;асимптота;n
option;гипербола;n
option;ось симметрии;n
text;数列 shùliè;-
option;числовая последовательность;y
option;арифметическая прогрессия;n
option;геометрическая прогрессия;n
option;функция;n
option;ряд;n
text;通项公式 tōngxiàng gōngshì;-
option;формула общего члена;y
option;рекуррентная формула;n
option;сумма прогрессии;n
option;разность прогрессии;n
option;знаменатель прогрессии;n
text;等差数列 děngchà shùliè;-
option;арифметическая прогрессия;y
option;геометрическая прогрессия;n
option;числовая последовательность;n
option;среднее геометрическое;n
option;бесконечная прогрессия;n
text;公差 gōngchā;-
option;разность прогрессии;y
option;знаменатель прогрессии;n
option;шаг;n
option;разница;n
option;отклонение;n
text;等比数列 děngbǐ shùliè;-
option;геометрическая прогрессия;y
option;арифметическая прогрессия;n
option;числовая последовательность;n
option;формула общего члена;n
option;бесконечная прогрессия;n
text;公比 gōngbǐ;-
option;знаменатель (геометрической прогрессии);y
option;разность (арифметической прогрессии);n
option;коэффициент;n
option;отношение;n
option;пропорция;n
text;等差中项 děngchà zhōngxiàng;-
option;среднее арифметическое;y
option;среднее геометрическое;n
option;геометрическая прогрессия;n
option;арифметическая прогрессия;n
option;формула общего члена;n
text;等比中项 děngbǐ zhōngxiàng;-
option;среднее геометрическое;y
option;среднее арифметическое;n
option;арифметическая прогрессия;n
option;геометрическая прогрессия;n
option;корень;n
text;复数 fùshù;-
option;комплексное число;y
option;действительное число;n
option;мнимое число;n
option;вектор;n
option;вероятность;n
text;概率 gàilǜ;-
option;вероятность;y
option;действительное число;n
option;мнимое число;n
option;корень;n
option;действительное число;n
text;下列 xiàliè;-
option;следующий;y
option;предыдущий;n
option;вышеуказанный;n
option;единственный;n
option;некоторый;n
text;正确 zhèngquè;-
option;правильный, верный;y
option;ошибочный;n
option;неточный;n
option;приблизительный;n
option;сомнительный;n
text;错误 cuòwù;-
option;ошибочный, неверный;y
option;правильный;n
option;точный;n
option;безупречный;n
option;доказанный;n
text;选项 xuǎnxiàng;-
option;вариант (ответа);y
option;вопрос;n
option;условие;n
option;решение;n
option;утверждение;n
text;答案 dá'àn;-
option;ответ;y
option;вопрос;n
option;задача;n
option;решение;n
option;доказательство;n
text;设 shè;-
option;пусть, предположим;y
option;дано;n
option;следовательно;n
option;тогда;n
option;если;n
text;已知 yǐzhī;-
option;дано, известно, что;y
option;пусть;n
option;требуется доказать;n
option;найти;n
option;определить;n
text;则 zé;-
option;тогда, то;y
option;если;n
option;и;n
option;или;n
option;но;n
text;若 ruò;-
option;если;y
option;тогда;n
option;и;n
option;или;n
option;но;n
text;且 qiě;-
option;и, а также;y
option;или;n
option;но;n
option;если;n
option;тогда;n
text;或 huò;-
option;или;y
option;и;n
option;но;n
option;если;n
option;тогда;n
text;那么 nàme;-
option;тогда, в таком случае;y
option;если;n
option;и;n
option;но;n
text;为什么 wèishénme;-
option;почему;y
option;зачем;n
option;откуда;n
option;когда;n
option;где;n
text;所以 suǒyǐ;-
option;поэтому, следовательно;y
option;потому что;n
option;однако;n
option;несмотря на;n
option;вопреки;n
text;因为 yīnwèi;-
option;потому что;y
option;поэтому;n
option;следовательно;n
option;однако;n
option;зачем;n
text;属于 shǔyú;-
option;принадлежать;y
option;содержать;n
option;включать;n
option;исключать;n
option;состоять из;n
text;下列哪个陈述是正确的？ xiàliè nǎge chénshù shì zhèngquè de?;-
option;Какое из следующих утверждений является верным?;y
option;Какое из следующих утверждений является неверным?;n
text;下列哪个陈述是不正确的？ xiàliè nǎge chénshù shì bù zhèngquè de?;-
option;Какое из следующих утверждений является неверным?;y
option;Какое из следующих утверждений является верным?;n
text;下列结论正确的是 xiàliè jiélùn zhèngquè de shì;-
option;Какой вывод является правильным?;y
option;Какой вывод является неправильным?;n
text;下列说法正确的是 xiàliè shuōfǎ zhèngquè de shì;-
option;Какое из следующих высказываний верно?;y
option;Какое из следующих высказываний неверно?;n
text;关于...，下列说法正确的是 guānyú..., xiàliè shuōfǎ zhèngquè de shì;-
option;Какое из следующих утверждений о ... является верным?;y
option;Какое из следующих утверждений о ... является неверным?;n
